,PseudoTime1,PseudoTime2,PseudoTime3
E48_723,NA,NA,0.90818
E688_65,NA,0.0805,NA
E1_250,NA,NA,0.31321
E705_436,NA,0.54717,NA
E86_394,NA,NA,0.49434
E914_676,NA,0.84906,NA
E606_134,0.1673,NA,NA
E506_208,NA,0.26038,NA
E544_84,NA,NA,0.1044
E822_97,NA,NA,0.12075
E413_400,NA,NA,0.50189
E255_193,NA,0.24151,NA
E131_204,NA,0.25535,NA
E730_760,NA,0.95472,NA
E364_586,0.73585,NA,NA
E149_551,NA,0.69182,NA
E57_191,NA,0.23899,NA
E899_122,NA,0.1522,NA
E985_780,NA,0.97987,NA
E334_671,NA,NA,0.84277
E52_465,NA,NA,0.58365
E353_229,0.28679,NA,NA
E962_177,NA,0.22138,NA
E133_66,NA,NA,0.08176
E53_162,0.20252,NA,NA
E246_141,NA,0.1761,NA
E104_74,NA,0.09182,NA
E828_417,NA,0.52327,NA
E755_670,0.84151,NA,NA
E969_43,0.05283,NA,NA
E231_675,0.8478,NA,NA
E578_457,NA,0.57358,NA
E445_778,NA,NA,0.97736
E103_167,0.20881,NA,NA
E152_448,NA,NA,0.56226
E593_700,NA,0.87925,NA
E942_533,NA,0.66918,NA
E84_314,0.39371,NA,NA
E842_13,0.01509,NA,NA
E309_45,NA,0.05535,NA
E953_772,0.96981,NA,NA
E504_674,0.84654,NA,NA
E829_117,NA,NA,0.14591
E455_228,NA,NA,0.28553
E642_516,NA,NA,0.6478
E380_704,NA,NA,0.88428
E268_537,0.67421,NA,NA
E137_308,NA,0.38616,NA
E18_461,NA,0.57862,NA
E0_204,NA,0.25535,NA
E788_204,NA,NA,0.25535
E453_221,NA,0.27673,NA
E661_469,NA,0.58868,NA
E39_660,0.82893,NA,NA
E772_734,NA,NA,0.92201
E215_686,NA,0.86164,NA
E711_443,NA,NA,0.55597
E409_119,0.14843,NA,NA
E990_225,NA,0.28176,NA
E672_164,NA,0.20503,NA
E811_442,NA,0.55472,NA
E485_258,NA,NA,0.32327
E470_78,NA,0.09686,NA
E148_749,NA,NA,0.94088
E89_472,NA,0.59245,NA
E315_685,NA,NA,0.86038
E614_72,NA,NA,0.08931
E655_415,0.52075,NA,NA
E15_542,NA,0.6805,NA
E102_178,0.22264,NA,NA
E491_355,NA,NA,0.44528
E396_229,NA,0.28679,NA
E511_634,0.79623,NA,NA
E452_131,0.16352,NA,NA
E741_241,NA,0.30189,NA
E314_13,0.01509,NA,NA
E703_237,NA,0.29686,NA
E501_589,NA,0.73962,NA
E118_335,NA,NA,0.42013
E181_504,0.6327,NA,NA
E590_682,0.8566,NA,NA
E988_278,NA,0.34843,NA
E801_666,0.83648,NA,NA
E920_101,NA,0.12579,NA
E563_523,0.6566,NA,NA
E628_8,NA,0.00881,NA
E794_698,NA,0.87673,NA
E507_285,NA,0.35723,NA
E427_287,NA,NA,0.35975
E59_483,NA,0.60629,NA
E968_773,NA,0.97107,NA
E576_739,NA,0.9283,NA
E524_39,NA,0.0478,NA
E800_674,0.84654,NA,NA
E186_273,NA,NA,0.34214
E960_492,0.61761,NA,NA
E594_409,0.51321,NA,NA
E77_105,0.13082,NA,NA
E272_158,NA,0.19748,NA
E617_637,0.8,NA,NA
E502_465,NA,0.58365,NA
E535_454,NA,0.56981,NA
E448_601,NA,NA,0.75472
E202_257,NA,NA,0.32201
E484_494,NA,0.62013,NA
E238_668,NA,NA,0.83899
E45_635,NA,NA,0.79748
E950_161,NA,0.20126,NA
E335_718,0.90189,NA,NA
E692_326,NA,0.40881,NA
E345_592,NA,0.7434,NA
E66_471,NA,0.59119,NA
E810_140,NA,0.17484,NA
E42_534,NA,0.67044,NA
E890_219,NA,NA,0.27421
E611_315,NA,0.39497,NA
E675_536,0.67296,NA,NA
E324_339,NA,0.42516,NA
E62_616,0.77358,NA,NA
E175_220,NA,0.27547,NA
E892_176,0.22013,NA,NA
E141_440,NA,NA,0.5522
E457_706,NA,0.88679,NA
E734_773,NA,0.97107,NA
E429_437,0.54843,NA,NA
E913_42,NA,0.05157,NA
E742_664,NA,0.83396,NA
E932_795,NA,0.99874,NA
E172_174,NA,0.21761,NA
E769_54,NA,0.06667,NA
E926_213,NA,NA,0.26667
E889_410,NA,NA,0.51447
E608_196,0.24528,NA,NA
E305_45,NA,0.05535,NA
E582_622,NA,NA,0.78113
E678_352,NA,0.44151,NA
E319_108,NA,NA,0.13459
E910_609,NA,NA,0.76478
E458_701,0.8805,NA,NA
E446_114,NA,NA,0.14214
E793_680,0.85409,NA,NA
E31_349,NA,0.43774,NA
E432_491,NA,0.61635,NA
E684_603,NA,NA,0.75723
E381_431,0.54088,NA,NA
E494_739,NA,NA,0.9283
E240_98,NA,NA,0.12201
E781_323,NA,0.40503,NA
E768_656,0.8239,NA,NA
E273_334,NA,0.41887,NA
E798_324,NA,NA,0.40629
E288_531,NA,NA,0.66667
E771_63,NA,0.07799,NA
E250_573,NA,0.7195,NA
E896_163,NA,NA,0.20377
E874_602,NA,0.75597,NA
E256_292,NA,0.36604,NA
E911_471,NA,0.59119,NA
E210_292,NA,NA,0.36604
E226_537,NA,0.67421,NA
E194_37,NA,NA,0.04528
E941_690,NA,NA,0.86667
E633_140,NA,0.17484,NA
E166_279,NA,0.34969,NA
E254_55,NA,0.06792,NA
E746_786,NA,NA,0.98742
E714_114,NA,NA,0.14214
E473_653,0.82013,NA,NA
E637_318,NA,0.39874,NA
E545_237,0.29686,NA,NA
E536_562,NA,0.70566,NA
E416_529,NA,0.66415,NA
E591_374,0.46918,NA,NA
E663_648,NA,0.81384,NA
E907_148,NA,NA,0.18491
E984_578,NA,NA,0.72579
E211_137,NA,0.17107,NA
E436_299,NA,NA,0.37484
E30_776,NA,NA,0.97484
E465_717,0.90063,NA,NA
E208_738,0.92704,NA,NA
E61_259,0.32453,NA,NA
E527_101,NA,0.12579,NA
E326_780,NA,0.97987,NA
E558_469,NA,0.58868,NA
E168_499,NA,NA,0.62642
E223_576,NA,NA,0.72327
E691_616,NA,0.77358,NA
E901_88,0.10943,NA,NA
E318_746,NA,NA,0.93711
E865_188,NA,0.23522,NA
E546_243,NA,0.3044,NA
E206_282,0.35346,NA,NA
E848_272,NA,NA,0.34088
E905_158,NA,0.19748,NA
E490_4,NA,0.00377,NA
E916_781,NA,0.98113,NA
E856_646,NA,0.81132,NA
E440_628,0.78868,NA,NA
E561_721,NA,NA,0.90566
E690_171,NA,0.21384,NA
E773_421,NA,NA,0.5283
E417_308,NA,NA,0.38616
E900_187,NA,NA,0.23396
E972_619,NA,0.77736,NA
E301_16,0.01887,NA,NA
E21_442,NA,0.55472,NA
E201_557,NA,0.69937,NA
E560_22,0.02642,NA,NA
E428_88,NA,0.10943,NA
E601_387,NA,0.48553,NA
E554_29,NA,NA,0.03522
E171_683,NA,NA,0.85786
E487_59,NA,NA,0.07296
E823_623,0.78239,NA,NA
E28_146,0.18239,NA,NA
E556_348,0.43648,NA,NA
E880_176,NA,NA,0.22013
E38_551,NA,0.69182,NA
E789_404,0.50692,NA,NA
E196_661,0.83019,NA,NA
E723_120,0.14969,NA,NA
E497_506,NA,0.63522,NA
E370_285,NA,NA,0.35723
E65_120,0.14969,NA,NA
E486_535,NA,NA,0.6717
E625_90,NA,0.11195,NA
E214_41,NA,NA,0.05031
E908_670,NA,0.84151,NA
E58_58,0.0717,NA,NA
E282_208,NA,0.26038,NA
E421_428,NA,0.53711,NA
E770_378,NA,NA,0.47421
E602_515,NA,0.64654,NA
E280_31,NA,0.03774,NA
E666_528,NA,0.66289,NA
E299_333,NA,NA,0.41761
E146_384,0.48176,NA,NA
E716_212,0.26541,NA,NA
E493_184,NA,NA,0.23019
E538_464,0.58239,NA,NA
E431_161,0.20126,NA,NA
E263_67,NA,NA,0.08302
E704_682,NA,NA,0.8566
E419_79,NA,0.09811,NA
E541_790,NA,0.99245,NA
E344_85,0.10566,NA,NA
E360_653,NA,0.82013,NA
E82_526,NA,0.66038,NA
E449_439,0.55094,NA,NA
E958_250,NA,0.31321,NA
E513_168,NA,0.21006,NA
E8_518,NA,NA,0.65031
E820_781,NA,NA,0.98113
E187_171,0.21384,NA,NA
E392_244,NA,0.30566,NA
E510_196,NA,NA,0.24528
E74_618,NA,0.7761,NA
E296_627,NA,NA,0.78742
E204_760,0.95472,NA,NA
E682_129,NA,0.16101,NA
E534_775,NA,NA,0.97358
E657_517,NA,NA,0.64906
E205_50,NA,0.06164,NA
E83_214,NA,0.26792,NA
E375_438,NA,NA,0.54969
E939_313,0.39245,NA,NA
E745_311,NA,NA,0.38994
E878_465,NA,NA,0.58365
E571_491,0.61635,NA,NA
E651_403,NA,NA,0.50566
E799_41,0.05031,NA,NA
E970_278,0.34843,NA,NA
E477_532,NA,NA,0.66792
E106_393,NA,NA,0.49308
E891_551,NA,NA,0.69182
